title,overview
Freya the 600kg walrus causes a stir in Norway,The young female marine mammal has been spotted clambering onto boats to doze in the summer sun.
Fanfare as Croatia's Chinese-built bridge finally opens,The Peljesac bridge links southern Croatia to the rest of the country and is being hailed as historic.
Rail strikes: When are they and which trains are running?,Thousands of train drivers and rail workers will go on strike in July and August.
Nord Stream 1: Why is Russia cutting gas supplies to Europe?,Russia has slashed the amount of gas it supplies to Europe through the Nord Stream 1 pipeline
Afghanistan: The quiet Afghan valley standing up to the Taliban,"Small groups of guerrillas, led by soldiers from the former Afghan army, have been taking on the Taliban."
Could the Great Lakes solve US shipping woes?,Inland ports along the Great Lakes are helping to fill the gap in supply-chain disruption.
Ukraine orphanages: Children tied up and men in cots,A BBC News investigation uncovers widespread abuse of disabled children and adults in institutions.
South Africa gun crime: 'Every night there are bullets',A recent spate of tavern shootings in South Africa has brought into focus how unsafe some places are.
A1(M) Bowburn crash: Three-death smash remembered a year on,The BBC hears from some of those involved in a fatal crash caused by a lorry driver using his phone.
Russia sanctions: Can the world cope without its oil and gas?,Many countries are heavily dependent on Russian energy and will need to find new suppliers.
Euro 2022: England secure place in final with victory over Sweden - highlights,Watch highlights as England reach the final of Euro 2022 by thrashing Sweden 4-0 at Bramall Lane.
London 2012: Desiree Henry's role in spectacular opening & a legacy to be defined,"Ten years on from London 2012, Desiree Henry recalls the clandestine operation behind a spectacular opening ceremony."
Commonwealth Games 2022: Who are the home nation athletes to watch at Birmingham 2022?,BBC Sport highlights the key athletes to watch at the Birmingham 2022 Commonwealth Games from across the home nations.
Euro 2022: 'She's done it again!' Beth Mead's 'flawless' finish puts England ahead,"Watch Beth Mead's ""flawless"" finish as she opens the scoring for England against Sweden in their Euro 2022 semi-final at Bramall Lane."
Gianluca Scamacca: West Ham sign Italian striker from Sassuolo for Â£30.5m,West Ham sign Â£30.5m Italian striker Gianluca Scamacca from Sassuolo on a five-year-deal.
Euro 2022: Lucy Bronze doubles England's lead against Sweden,Watch defender Lucy Bronze double England's lead against Sweden in their Euro 2022 semi-final at Bramall Lane.
"Transfer rumours: De Jong, Ronaldo, Werner, Martial, Dumfries, Messi, Schmeichel, Tielemans","De Jong would move to Chelsea but not Man Utd, Atletico Madrid deny interest in Ronaldo, Newcastle Utd keen on Werner, plus more."
Euro 2022: England in perfect position to land elusive trophy,England's 4-0 demolition of Sweden wipes out the curse of losing three successive semi-finals to reach Sunday's final at Wembley.
Russo's audacious backheel sends social media into meltdown,"It was both audacious and outrageous and on a night to remember for England's Lionesses at Bramall Lane, Alessia Russo's backheel goal sends social media into meltdown."
Euro 2022: Watch all the angles of Alessia Russo cheeky backheel against Sweden,Watch all the angles as Alessia Russo scores a stunning backheel to put England 3-0 up against Sweden in their Euro 2022 semi-final at Bramall Lane.
England 4-0 Sweden at Euro 2022: 'Is this real? Someone pinch me' asks Scott,"Alex Scott says ""everyone involved in women's football has been waiting for this"" as England hammer Sweden 4-0 at Bramall Lane to reach the Euro 2022 final."
Germany v France in Euro 2022: Klara Buhl ruled out of semi-final with Covid,Winger Klara Buhl is ruled out of Germany's Euro 2022 semi-final against France after testing positive for Covid.
Euro 2022: Leah Williamson's mum talks matchday nerves,Leah Williamson's mum Amanda says watching Euros games can feel as stressful as being on the pitch.
Euro 2022: 'There is genuine belief Lionesses can end wait to reach a final',England are preparing for a fourth successive semi-final at a women's major tournament - but this time it feels different as a sense of optimism follows Sarina Wiegman's side.
Euro 2022: How Sweden can hurt England in semi-final,Arsenal manager Jonas Eidevall discusses how his home nation Sweden could hurt England in their Euro 2022 semi-final.
Euro 2022: Who made your England semi-final team to face Sweden?,"Hosts England are into the semi-finals of the Euros, but who made your XI to face Sweden?"
Keir Starmer sacks shadow transport minister who backed rail strikes,Sam Tarry defied Sir Keir Starmer by joining striking rail workers on the picket line.
Train strikes: Drivers to walk out over pay on 13 August,"Drivers at nine rail companies will walk out again next month, the union Aslef says."
US offers Russia deal to get basketball star home,Moscow is reportedly interested in trading Brittney Griner for Russian arms trafficker Viktor Bout.
"A bit bruised but glad to be back, says TV debate host Kate McCann",Kate McCann fainted while hosting the latest Tory leadership TV debate on Tuesday evening.
"Every woman's body is beach ready, says Spanish government campaign",The government's campaign urges women worried about their bodies to go to the beach.
Germany 2-1 France: England to face eight-time champions in Euro 2022 final at Wembley,Eight-time champions Germany will play England in the Euro 2022 final on Sunday after beating France in a dramatic semi-final in Milton Keynes.
Covid in China: Million in lockdown in Wuhan after four cases,The city where Covid began is under partial lockdown for the first time since the start of the pandemic.
Lulo Rose: Largest pink diamond in 300 years found in Angola,"The 170 carat ""Lulo Rose"" is the fifth largest diamond ever discovered in Angola's Lulo mine."
Archie Battersbee's family granted more time to appeal against ruling,The 12-year-old's family have an extra day to appeal to the European Court of Human Rights.
US makes huge interest rate rise to tame soaring prices,The Federal Reserve is increasing interest rates for a fourth time as it tries to control inflation.
"North and Midlands rail plans should be reconsidered, MPs say","The government must avoid a ""missed opportunity"" for rail in the North and Midlands, MPs warn."
Gas prices jump as Russia cuts German supply,The Nord Stream 1 pipeline is now operating at just a fifth of its usual capacity.
Iraq: Muqtada al-Sadr supporters storm parliament building in Baghdad,Supporters of cleric Muqtada al-Sadr broke into the building after months of political deadlock.
"The Papers: 'General strike threat' and fears of Â£3,850 energy bills",Calls for a general strike over proposed laws targeting unions and the continued rise in the cost of energy lead the papers
California wildfires: 'We've lost all the things you can't replace',Aaron's family lost everything in a California wildfire - but some things simply can't be replaced.
Euro 2022: Lionesses' success shows how far game has come,Footage of a jubilant fan enjoying England's victory make the future look bright.
Euro 2022: BBC surprises young England fan with final tickets,Watch as Gabby Logan surprises young England fan Tess with tickets to watch England play in the Euro 2022 final at Wembley Stadium on Sunday.
Nicky Campbell: School abuse still haunts me,The presenter reveals for the first time that he was the victim of abuse at a Scottish private school.
Man fleeing Wiltshire crash scene attacked by emus,"The driver of a truck which hit a shop was arrested after provoking the birds, a witness said."
Euro 2022: England final to be screened in Trafalgar Square,The Lionesses will take on either France or Germany at Wembley Stadium on Sunday evening.
The gadget that sucks ink off paper,With the 'de-printer' specially coated sheets of paper can be used 10 times over.
Why I want to talk about STIs in the black community,Cherry Wilson looks into why sexually transmitted infection rates are higher in the black community.
Tory leadership: Do rivals' tax pledges add up?,The two contenders promise tax cuts but have given little detail about how to pay for them.
Ukraine war: West's modern weapons halt Russia's advance in Donbas,Ukrainian soldiers credit the arrival of modern Western weapons for a sharp fall in Russia's attacks.
Why Premier League teams are flocking back to Asia,"Top football clubs have resumed pre-season Asian summer tours, after three years of Covid travel bans."
The public relations and ad firms refusing fossil fuel clients,Climate change concerns have prompted a change of strategy for 295 firms.
Chess Olympiad 2022: Why India may sweep medals at the Chennai edition,Indian is a serious contender for medals as its players will have the home crowd's support.
Euro 2022: How England have evolved under Sarina Wiegman,Even Sarina Wiegman is surprised by how successful her tenure has been so far with England - so how much has she transformed the Euro 2022 finalists in 10 months?
Kenya election: How a handshake changed Odinga's heartland,"The BBC visits the home of presidential hopeful Raila Odinga, where a dramatic deal is paying off."
TV cameras to film in criminal courts for first time in major law change,Broadcasting entire trials remains off-limits but cameras will capture judges handing down sentences.
England v South Africa: Jonny Bairstow and Tristan Stubbs star as hosts win in Bristol,Jonny Bairstow's devastating 90 helps England beat South Africa by 41 runs in a high-scoring first Twenty20 international in Bristol.
England v South Africa T20: Moeen Ali hits Englandâ€™s fastest-ever T20 50,Watch every boundary from â€œmagnificentâ€ Moeen Aliâ€™s record-breaking innings against South Africa as he hits Englandâ€™s fastest-ever 50 in T20 cricket.
Euro 2022: Germany beat France 2-1 to set up final against England - highlights,Watch highlights as Alexandra Popp leads Germany to a 2-1 win over France to secure their place against England in the final of Euro 2022 at Wembley Stadium on Sunday.
Commonwealth Games: Dina Asher-Smith withdraws with 'light hamstring strain',"England's Dina Asher-Smith withdraws from the Commonwealth Games with a ""light hamstring strain""."
Lucy Bronze: England right-back reveals she plays with knee pain,"England right-back Lucy Bronze says she has to ""play through pain"" as she prepares for Sunday's Euro 2022 final."
Manchester United complete Lisandro Martinez signing from Ajax in Â£57m deal,Manchester United complete the signing of Argentina defender Lisandro Martinez from Ajax in a deal worth up to 67m euros (Â£57m).
"Euro 2022: England v Germany final will be 'a great football feast', says Martina Voss-Tecklenburg","The Euro 2022 final between England and Germany at Wembley will be a ""classic game"", says Germany boss Martina Voss-Tecklenburg."
Commonwealth Games 2022 opening ceremony: 'It's Birmingham's turn to shine',Steven Knight talks about masterminding the Commonwealth Games opening ceremony in his home city.
Day-by-day guide & schedule,Your day-by-day guide to all the action at the 22nd Commonwealth Games in Birmingham.
Commonwealth: Seven things you might not know,"As the 22nd Commonwealth Games begin in Birmingham, which countries make up the global club?"
"Commonwealth Games 2022: Shelly-Ann Fraser-Pryce, Gretel Bueta, Samu Kerevi among stars to watch","Olympic medals, world titles, social media millions and a hill named in their honour. Meet some of the world superstars descending on Birmingham for the Commonwealth Games."
Commonwealth Games 2022: Birmingham attempts to leave 'carbon neutral legacy',"Organisers are aiming to stage the ""most sustainable"" Commonwealth Games yet, so how are they doing it and what challenges do they face?"
Commonwealth Games: Birmingham puts on captivating opening ceremony,Birmingham opens its Commonwealth Games in spectacular style with a captivating and hopeful ceremony at Alexander Stadium.
NHS to close Tavistock child gender identity clinic,It follows criticism of England's only children's gender identity clinic in an independent review.
Tory leadership latest: Sunak says yes to return of grammar schools,But his team later clarifies Mr Sunak was only backing the expansion of existing grammar schools.
"Girl, 9, dies after suspected stabbing in Boston town centre","The young girl died from what is believed to be a stab wound in Boston, Lincolnshire Police say."
Gorgosaurus: Ancient dinosaur skeleton sells for $6m at auction,"The Gorgosaurus - a ""fiercer"" cousin of the T-rex - is the first of its kind sold to a private buyer."
Mirror: Huge screen falls on dancers at Hong Kong boy band concert,Two dancers are injured in the incident at a concert by the hugely popular boy band Mirror.
Xi and Biden exchange warnings on Taiwan,"The pair also proposed a face-to-face meeting, which would be the first of Mr Biden's presidency."
British Gas owner Centrica and Shell see profits soar as bills rise,"British Gas owner Centrica and Shell report huge profits, as UK households face even higher energy bills."
Wagatha Christie case: The possible outcomes as judgement to be published,The outcome of the High Court libel case between Rebekah Vardy and Coleen Rooney is due on Friday.
Washington DC at 'tipping point' as migrants arrive from border,Texas and Arizona have transported thousands of migrants north in protest over the Biden border policy.
US economy shrinks again sparking recession fears,The US economy contracted at an annual rate of 0.9% in the three months to July.
Terry Neill: Former Arsenal and Northern Ireland captain and manager dies at 80,Former Arsenal and Northern Ireland captain and manager Terry Neill passes away at the age of 80.
The Papers: Energy 'profits in misery' and gender clinic to close,Huge profits made by energy giants British Gas and Shell and the closure of the Tavistock clinic lead the papers
Neighbours: 10 best moments from the Australian soap,"After more than 37 years on TV, here are some of the moments the soap will be remembered for most."
Quiz of the week: What did the EuroMillions winner splash out on?,How closely have you been paying attention to what's been going on over the past seven days?
From Wombles to Doctor Who: Cribbins' career in video,The actor has died at the age of 93.
Teenage pilot could fly before he could drive,"Liam Garrett, 18, funded his flying career by working 900 hours in a local supermarket."
Africa's week in pictures: 22-28 July 2022,A selection of the best photos from across Africa and beyond this week.
"No extra bank holiday even if England women win Euros, says government","Despite calls from some fans, there will be no extra day off work if England's women beat Germany."
Nepal: Return of the tigers brings both joy and fear,The increase in tiger numbers in Nepal has brought challenges to the local community.
Climate change: Will naming heatwaves save lives?,Will naming heatwaves help stem rising heat-related deaths and hospitalisations across the US?
Is Keir Starmer right that wages have been 'stuck for a decade'?,"Looking at the Labour leader's claims on wages, growth and family incomes."
How graphene's superpowers could soon be unleashed,From roller rinks to skyscrapers the addition of graphene could make concrete construction stronger.
Are we set for a general strike?,Rampant inflation is leading to demands for higher pay offers and promises of coordinated industrial action.
Ukraine war in maps: Tracking the Russian invasion,Ukrainian troops are attempting to retake the southern city of Kherson as fighting continues in the east.
Obituary: Bernard Cribbins,The versatile star of Doctor Who and the voice of the Wombles was known by generations of children.
Kenya elections: Why farmers like William Ruto's big ambitions,The BBC visits the heartland of Deputy President William Ruto as he vies for the presidency.
Why Dutch farmers are protesting over emissions cuts,Farmers say proposals to cut livestock by 30% and reduce intensive farming unfairly target their industry.
England v South Africa: Rilee Rossouw hits 96 as tourists level T20 series,Rilee Rossouw hits a fine unbeaten 96 to help South Africa beat England by 58 runs in the second Twenty20 international and level the three-match series.
"Commonwealth Games: Watch opening ceremony best bits including Duran Duran, Lenny Henry & Tom Daley","Watch the best bits from an entertainment-packed 2022 Commonwealth Games opening ceremony in Birmingham featuring royalty, an athlete parade, a giant bull and live music from Duran Duran."
England v South Africa: Jonny Bairstow hits brilliant 'nutmeg' four,Jonny Bairstow hits a four with an amazing shot through his own legs during the second T20 between England and South Africa in Cardiff.
Sebastian Vettel: Lewis Hamilton & Fernando Alonso say retiring champion is a 'legend' of F1,Fellow multiple world champions Lewis Hamilton and Fernando Alonso pay tribute to Sebastian Vettel after he announces his retirement.
Devon Allen joins Philadelphia Eagles - nine days after disappointing World Athletics Championships exit,Hurdler Devon Allen reports for duty with the NFL's Philadelphia Eagles - nine days after suffering a disappointing exit at the World Athletics Championships.
Everton sign winger Dwight McNeil from Burnley for Â£20m,Everton sign Burnley winger Dwight McNeil on a five-year contract in a deal worth about Â£20m.
Ukraine war: Pro-Putin chants cause outrage at Turkish football match,Fenerbahce supporters started the chant after their team conceded a goal to Ukraine's Dynamo Kyiv.
Commonwealth Games: Tom Daley protests anti-LGBT laws at opening ceremony,Watch diving star Tom Daley carry the Queen's baton in support of LGBT rights during the opening ceremony of the 2022 Commonwealth Games in Birmingham.
Day-by-day guide & schedule,Your day-by-day guide to all the action at the 22nd Commonwealth Games in Birmingham.
